0,1,Perform,Class
50,66,0.143126527,1
48,68,-0.043074389,-1
45,71,0.027686042,0
47,69,-0.067286903,-1
48,66,0.146512881,1
59,55,-0.097405075,-1
32,48,0.04744482,1
61,55,-0.031182139,-1
52,64,-0.216623657,-1
40,70,-0.051173133,-1
24,92,0.211367572,1
40,70,0.275234197,1
55,61,0.045239785,1
39,75,-0.076953206,-1
38,78,-0.155035492,-1
57,59,0.096325371,1
31,85,0.112575112,1
51,65,0.159621676,1
53,63,0.369975987,1
53,63,0.049615472,1
55,61,-0.036516,-1
46,70,0.182075744,1
39,73,0.020729146,0
59,57,-0.012571543,0
38,78,-0.23345118,-1
28,86,0.000481175,0
56,58,-0.056591434,-1
33,42,0.11441067,1
38,68,0.017559662,0
39,46,-0.22396316,-1
39,75,-0.068160318,-1
44,70,-0.089214712,-1
60,56,-0.032541164,-1
58,52,-0.042777716,-1
57,57,0.007358799,0
34,82,0.088637498,1
42,42,0.210979574,1
42,74,0.142981309,1
47,69,0.071566976,1
49,67,0.058541054,1
62,54,0.024856254,0
53,57,-0.189105413,-1
41,75,0.185409986,1
39,73,-0.198571123,-1
41,37,0.100559835,1
47,60,-0.06787364,-1
55,61,0.291844929,1
40,76,-0.263664346,-1
39,77,0.135622614,1
36,80,0.029020281,0
50,66,-0.056364063,-1
48,68,-0.080251102,-1
54,62,0.328023951,1
42,74,-0.082835817,-1
65,51,0.165116822,1
61,55,0.009814965,0
43,73,0.056736333,1
58,58,-0.029467123,-1
42,36,0.188872737,1
52,64,0.011159156,0
61,55,0.163248355,1
50,63,-0.046054509,-1
37,79,0.003841342,0
41,66,-0.191138236,-1
44,72,0.325616984,1
75,33,0.159848369,1
45,65,-0.058207062,-1
42,42,-0.007552515,0
51,65,-0.12127275,-1
54,58,0.307697196,1
60,55,0.145978842,1
49,67,-0.043464426,-1
39,77,0.008242086,0
32,83,-0.104694516,-1
31,79,-0.099849946,-1
62,48,0.29415211,1
64,48,0.18283833,1
33,83,-0.038540148,-1
46,32,-0.07033445,-1
45,69,0.045404449,1
32,84,-0.005814872,0
52,64,0.242604874,1
53,61,-0.115543851,-1
49,67,0.143397347,1
45,35,0.055736203,1
45,63,-0.07710289,-1
48,68,0.234305209,1
72,44,0.278494621,1
43,73,0.100998766,1
54,62,0.157354884,1
39,77,0.07962945,1
56,60,-0.066395508,-1
25,85,-0.00270293,0
50,66,-0.019049507,-1
50,64,0.151879209,1
36,80,-0.014814151,0
49,65,-0.171560828,-1
44,63,0.398912102,1
66,44,0.445050495,1
52,64,0.199222368,1
42,65,0.008632111,0
45,71,-0.200015365,-1
51,57,-0.222681136,-1
61,55,0.259037781,1
65,45,0.16915379,1
59,57,-0.163068769,-1
42,70,0.00742967,0
41,75,-0.249114585,-1
52,61,-0.111391019,-1
52,63,0.085319437,1
37,77,0.288447073,1
39,41,-0.139916209,-1
48,66,0.146402872,1
63,53,0.201108784,1
67,46,0.241625425,1
52,62,-0.186555888,-1
41,75,-0.095572805,-1
53,63,0.075255754,1
62,48,0.439372905,1
59,49,-0.114250845,-1
57,53,-0.14024027,-1
53,63,0.003034591,0
65,51,0.006060595,0
41,75,-0.000114191,0
36,80,0.136734138,1
48,68,0.280725361,1
57,57,0.082352821,1
35,81,0.116711941,1
28,83,0.137949953,1
57,59,-0.152422697,-1
62,54,0.011667847,0
41,75,-0.315731044,-1
53,63,-0.174909406,-1
38,38,0.03085737,0
59,51,0.186427746,1
37,79,0.168414115,1
39,75,0.142276955,1
38,70,0.214661038,1
61,55,0.103133732,1
41,75,-0.027145716,-1
52,64,-0.138810949,-1
52,64,0.094938392,1
43,73,0.165214392,1
43,72,0.229906531,1
40,76,-0.033346335,-1
49,65,-0.213135079,-1
63,53,-0.09327298,-1
48,67,-0.159443126,-1
40,40,-0.089789375,-1
45,62,0.1407419,1
32,76,0.083031395,1
53,57,0.036542496,0
31,83,0.0475447,1
44,72,-0.099254852,-1
57,57,0.138082213,1
50,66,-0.180096602,-1
44,70,0.135761192,1
42,74,0.13760931,1
55,61,-0.26507315,-1
55,61,-0.037792316,-1
42,73,-0.109421804,-1
63,53,0.129842747,1
31,83,0.38877042,1
53,63,-0.090175184,-1
55,61,0.147238232,1
34,80,0.128451844,1
70,46,0.130975946,1
58,58,0.151982319,1
40,74,-0.027039629,-1
56,54,-0.14371155,-1
46,69,-0.193649872,-1
42,74,0.075511406,1
45,71,0.125887768,1
50,66,-0.038364569,-1
60,49,-0.03691673,-1
31,51,0.238749749,1
36,80,0.152731206,1
46,64,-0.360030087,-1
47,69,0.012667887,0
44,72,-0.02402063,-1
61,52,0.053237666,1
39,77,0.003232199,0
52,64,-0.084594897,-1
52,64,0.127471658,1
64,43,0.136915407,1
36,80,-0.231045458,-1
40,74,-0.116303426,-1
43,73,0.225667146,1
25,89,0.154487404,1
50,64,0.124090822,1
36,75,0.141004102,1
51,63,0.226261185,1
42,74,-0.025862559,-1
56,60,0.104583411,1
46,70,0.432035818,1
47,69,0.204155218,1
31,47,-0.017709595,-1
43,73,0.275832793,1
49,67,0.061015111,1
57,59,0.124510804,1
48,68,-0.292010938,-1
45,70,-0.080288973,-1
36,79,0.003049522,0
35,75,-0.278562097,-1
43,73,0.022424103,0
45,71,-0.075927842,-1
58,58,-0.031501434,-1
37,76,0.064506674,1
48,62,-0.005932895,0
48,68,0.234625601,1
51,65,-0.089999165,-1
34,82,0.192367995,1
68,48,0.063429214,1
53,63,-0.034454752,-1
51,65,0.110288091,1
37,41,-0.007271443,0
34,81,0.056585664,1
40,42,-0.071910603,-1
53,63,0.000467348,0
49,67,0.05831114,1
55,61,0.181263577,1
43,73,0.091725788,1
53,63,-0.039609556,-1
56,60,0.002181479,0
26,90,0.046140189,1
41,75,0.047271714,1
49,66,-0.061236415,-1
29,79,0.19253907,1
35,45,0.245715968,1
47,68,0.047926065,1
53,61,-0.005220309,0
56,60,-0.002219078,0
43,73,-0.203030134,-1
42,68,-0.097272586,-1
50,66,0.292721242,1
52,63,-0.078444389,-1
52,64,0.225855032,1
33,83,0.221845418,1
52,64,-0.200248816,-1
56,58,-0.169218875,-1
38,72,-0.100315735,-1
44,72,0.283309978,1
31,85,0.078403003,1
53,63,0.0547142,1
55,57,0.13085775,1
31,85,0.004076785,0
58,52,0.002034941,0
45,71,-0.140517867,-1
41,75,0.027599269,0
56,54,0.083917376,1
66,50,-0.065691896,-1
70,46,0.13740573,1
35,81,0.025709241,0
63,53,-0.021461376,-1
47,69,0.153857482,1
34,44,0.358383504,1
41,75,0.264431518,1
53,63,0.055024547,1
49,57,0.150136938,1
34,82,0.132097441,1
40,76,0.115868589,1
41,66,0.147889394,1
55,61,-0.088043754,-1
46,68,-0.081284947,-1
36,74,0.104785925,1
48,68,-0.079001875,-1
61,55,0.152849248,1
44,70,-0.312451347,-1
48,68,-0.063127509,-1
57,59,-0.106145368,-1
53,63,-0.075971597,-1
47,67,-0.07302546,-1
75,34,-0.374057556,-1
26,50,-0.091160801,-1
58,56,0.068965065,1
55,55,0.12732717,1
53,63,0.132638093,1
46,62,-0.149627142,-1
52,64,0.334444039,1
31,85,0.177452493,1
41,75,-0.151217488,-1
54,62,-0.128574248,-1
51,65,-0.049104645,-1
63,53,0.101556021,1
50,54,0.045324465,1
52,58,0.104526281,1
49,67,-0.188963653,-1
56,60,-0.104362237,-1
44,66,0.00087289,0
50,66,-0.095240698,-1
65,49,-0.140125883,-1
55,61,0.212670858,1
60,56,0.258295571,1
45,71,-0.012008593,0
44,72,-0.053934607,-1
70,46,0.195814109,1
59,56,0.154469064,1
63,51,0.14813906,1
53,59,-0.194339446,-1
57,53,-0.031753267,-1
30,84,-0.061677535,-1
34,80,-0.042597079,-1
41,75,-0.044481549,-1
42,74,-0.04745051,-1
53,63,0.112702952,1
41,73,-0.121647869,-1
47,69,-0.046202962,-1
51,59,0.442906447,1
53,63,0.05290429,1
52,64,0.133665426,1
51,65,0.191910882,1
40,76,0.088469844,1
53,63,0.249463878,1
64,52,-0.023324551,-1
55,60,-0.250933885,-1
47,67,-0.009512462,0
37,79,0.180323351,1
60,50,0.04193729,1
49,67,0.082584194,1
59,57,-0.252890223,-1
35,75,0.011072758,0
42,68,-0.068860846,-1
54,62,-0.028652039,-1
43,73,0.280540145,1
47,69,0.071950607,1
64,51,0.267088924,1
60,56,0.030504799,0
69,41,-0.113308755,-1
56,56,0.026873668,0
51,65,-0.076720829,-1
47,69,0.181376094,1
37,79,-0.054801269,-1
42,72,-0.025627834,-1
36,80,0.309529122,1
61,49,0.08818781,1
33,83,0.237957241,1
57,53,0.007808179,0
40,76,0.153098155,1
39,75,0.428594973,1
48,68,0.288694247,1
40,46,0.143018858,1
39,76,0.084855653,1
36,80,0.169781274,1
57,59,-0.269340078,-1
30,86,-0.086784466,-1
75,41,-0.110700931,-1
40,40,0.099155972,1
37,41,-0.103124232,-1
42,73,0.179447451,1
34,82,-0.165364288,-1
34,44,0.160681873,1
78,38,0.155114835,1
47,69,0.036189957,0
51,65,0.077586026,1
58,58,0.023121184,0
43,72,0.130373169,1
36,78,-0.01804617,-1
39,77,0.106888631,1
46,67,0.117793143,1
50,57,0.19974865,1
56,60,0.085101654,1
48,68,-0.120248102,-1
46,70,-0.178881243,-1
45,71,-0.002223088,0
48,68,-0.005239953,0
44,72,0.159854445,1
62,54,-0.165534068,-1
30,86,-0.317278675,-1
57,53,0.179102877,1
72,44,-0.020780038,-1
53,57,0.251406102,1
56,51,0.107150795,1
54,56,-0.033189401,-1
26,90,-0.228625542,-1
38,40,-0.094979004,-1
20,96,-0.013389321,0
31,78,-0.037883485,-1
35,73,-0.002490736,0
38,78,-0.195720824,-1
64,50,0.231973963,1
46,70,-0.016975464,-1
37,79,-0.273083781,-1
43,71,-0.135309698,-1
54,60,-0.026748669,-1
50,64,-0.001401013,0
53,57,0.019553794,0
44,70,-0.217408295,-1
56,54,-0.10523111,-1
50,64,0.138924458,1
46,60,-0.101865754,-1
41,75,0.025330472,0
35,81,0.089331669,1
42,70,-0.026255254,-1
47,69,-0.145954079,-1
53,61,-0.069354728,-1
44,72,0.155843808,1
30,85,0.096270631,1
45,71,0.028235356,0
40,40,0.285768082,1
58,56,0.108570692,1
69,41,-0.132408599,-1
54,62,0.392536386,1
54,56,-0.003957152,0
45,67,0.082831718,1
34,82,-0.013489685,0
48,68,-0.066385941,-1
69,47,-0.223322644,-1
63,53,0.112699712,1
32,83,-0.039817163,-1
50,66,-0.159055851,-1
55,59,-0.144623142,-1
66,50,0.016586442,0
52,64,0.045498422,1
69,47,-0.075022115,-1
32,84,0.023415152,0
53,63,-0.02391698,-1
52,64,0.058575895,1
46,70,0.0402268,1
39,75,0.164914292,1
51,63,-0.118172816,-1
54,59,0.003908339,0
57,59,0.088228803,1
44,72,-0.061067009,-1
46,68,0.199403998,1
39,74,-0.110321146,-1
41,75,-0.124266325,-1
29,55,0.067829373,1
75,39,0.251034012,1
53,55,0.057146363,1
63,51,0.083646377,1
47,60,0.182765385,1
62,48,0.001537803,0
38,74,0.092402187,1
41,75,-0.083376337,-1
44,71,-0.023229295,-1
44,39,0.180978513,1
56,60,-0.168696595,-1
57,59,-0.122757813,-1
65,43,0.030131738,0
26,50,-0.225950053,-1
49,67,0.330847765,1
45,65,-0.15924352,-1
52,58,0.020794737,0
55,61,-0.144265526,-1
56,60,0.100459396,1
35,79,-0.051236273,-1
67,47,0.20107185,1
59,51,-0.346203369,-1
29,87,-0.001022454,0
36,80,0.1847081,1
59,57,0.031576529,0
45,69,-0.040655648,-1
34,73,0.195118042,1
45,65,0.036265439,0
51,65,-0.091242048,-1
35,77,-0.011142777,0
52,56,-0.078091458,-1
46,65,-0.128271456,-1
40,74,0.168161083,1
58,58,0.514454595,1
35,79,-0.422649037,-1
44,72,0.086951393,1
38,78,0.034649259,0
33,81,0.1681776,1
54,60,-0.119013094,-1
47,69,0.064448445,1
49,67,-0.164209852,-1
63,53,0.186793565,1
34,44,0.046045393,1
42,73,-0.222117984,-1
40,74,-0.207490861,-1
45,69,-0.168359284,-1
31,47,0.009855687,0
33,83,-0.054466346,-1
54,62,0.018425029,0
51,65,0.074028948,1
62,54,-0.023008111,-1
35,81,0.360616469,1
40,76,0.244088599,1
57,59,0.342602424,1
63,53,0.131804514,1
50,64,0.119390532,1
52,63,0.109323867,1
59,57,-0.122094819,-1
52,64,0.097380641,1
36,80,0.105885999,1
48,68,0.150603339,1
48,68,-0.067443649,-1
39,75,-0.119109314,-1
65,49,-0.098604103,-1
46,69,0.333652858,1
67,43,0.104473242,1
26,52,-0.133898613,-1
40,76,-0.058157204,-1
54,62,-0.141351937,-1
55,61,0.055499745,1
49,67,0.16175159,1
45,71,-0.198400419,-1
41,38,-0.165093826,-1
51,65,0.235545223,1
39,77,0.085686375,1
34,46,0.133209688,1
61,53,-0.063040696,-1
35,75,-0.098669259,-1
33,83,-0.172583215,-1
38,78,0.25465928,1
63,53,-0.016442136,-1
44,72,-0.096863529,-1
34,82,-0.056261939,-1
40,76,-0.10147483,-1
48,68,-0.108693751,-1
45,69,0.08024925,1
46,70,-0.114022678,-1
60,50,-0.06794027,-1
61,55,0.110122539,1
48,66,0.047724824,1
56,58,-0.057282164,-1
37,79,0.137899203,1
51,65,0.079631749,1
47,69,-0.029124031,-1
40,75,-0.011097034,0
60,56,-0.200159998,-1
47,67,-0.097034678,-1
60,56,-0.04100791,-1
30,86,0.173087146,1
42,74,0.264501827,1
50,63,0.082806425,1
42,74,0.098161227,1
49,67,-0.000591192,0
70,46,-0.017279432,-1
70,46,0.024505891,0
36,72,-0.094911169,-1
56,60,-0.183539416,-1
44,72,0.078831224,1
42,74,-0.060803216,-1
57,59,-0.168836434,-1
49,66,0.072662629,1
58,56,0.117933163,1
36,42,0.063430628,1
38,78,0.032607056,0
55,59,0.126676032,1
56,60,-0.038131735,-1
61,54,-0.071098342,-1
57,59,-0.138923183,-1
55,59,0.277025959,1
55,61,0.003334838,0
54,62,0.160658128,1
45,71,0.017669446,0
43,71,-0.074405351,-1
49,67,0.023875184,0
46,40,-0.161289684,-1
58,50,-0.181965903,-1
50,66,0.195979399,1
47,68,-0.056608003,-1
43,73,0.158936904,1
40,76,-0.020942511,-1
62,53,-0.092834706,-1
42,74,0.26905364,1
52,62,-0.113747417,-1
30,84,-0.200964284,-1
40,40,0.199324174,1
42,71,-0.100513812,-1
74,42,-0.053891416,-1
37,79,0.189802127,1
43,73,0.07155671,1
43,73,-0.135997152,-1
48,66,-0.044639357,-1
56,58,0.238389417,1
69,47,0.056184473,1
55,55,0.232370486,1
57,53,0.118167553,1
35,72,0.175247644,1
46,67,0.072743504,1
63,53,0.032685344,0
31,80,0.12353658,1
70,46,0.206479006,1
61,55,0.036743171,0
58,56,0.162050537,1
39,67,-0.050727864,-1
58,58,0.043566301,1
59,57,-0.179243646,-1
37,77,0.109237922,1
69,43,0.112598659,1
44,72,0.11393012,1
41,75,-0.017431629,-1
59,57,0.211870776,1
55,55,0.454893669,1
45,69,0.348813812,1
38,77,0.112807962,1
52,63,0.002138661,0
38,40,-0.055562469,-1
28,48,0.171125918,1
58,58,-0.233276887,-1
47,61,-0.136726801,-1
53,55,0.060841365,1
64,52,0.422873298,1
48,62,0.158822984,1
51,65,0.070243586,1
35,77,0.17535886,1
62,54,0.190202631,1
62,54,-0.015255054,-1
62,48,0.071772293,1
50,66,0.032388851,0
57,59,-0.043816752,-1
33,79,-0.063959949,-1
48,68,-0.058827774,-1
42,73,-0.120252757,-1
32,82,-0.129201452,-1
47,65,-0.031811734,-1
43,71,0.156138687,1
45,71,-0.075055941,-1
61,55,0.18612974,1
49,67,0.36941414,1
39,77,0.206785241,1
57,57,-0.023467649,-1
45,71,-0.000696294,0
59,57,0.061551604,1
57,53,0.135485844,1
43,73,-0.005288234,0
47,69,0.13727601,1
39,75,0.103452776,1
47,68,0.063558942,1
51,58,0.222602165,1
54,59,0.05996599,1
23,93,0.05461204,1
56,60,0.015389363,0
52,58,0.029910389,0
51,65,0.010123664,0
35,81,0.170828529,1
48,68,-0.061807498,-1
70,46,-0.107461323,-1
48,68,-0.016267618,-1
38,72,0.16802765,1
58,58,0.409852511,1
45,69,-0.10842327,-1
61,47,0.060180626,1
51,65,-0.122842947,-1
31,51,-0.012371593,0
32,82,-0.068346681,-1
68,44,0.158654034,1
40,36,-0.073885106,-1
50,65,0.325664569,1
38,78,0.084280695,1
35,75,-0.144292539,-1
48,68,0.187167301,1
53,63,-0.015228562,-1
42,61,0.23231849,1
41,37,-0.098922143,-1
39,77,-0.301868749,-1
34,82,0.103735706,1
52,64,-0.057657376,-1
30,84,0.029478208,0
54,62,0.11755007,1
48,68,-0.077899944,-1
55,59,-0.105130409,-1
38,78,-0.054730667,-1
35,47,0.090958992,1
36,74,0.090731792,1
63,53,0.189067718,1
57,57,0.073106999,1
69,47,0.05810177,1
60,52,0.018514216,0
40,76,0.095715662,1
70,46,0.171040096,1
60,54,0.203231078,1
68,42,0.162236916,1
34,50,-0.003998779,0
48,68,-0.025888113,-1
32,84,-0.131038324,-1
50,66,0.065941476,1
49,67,-0.053192248,-1
60,56,-0.170398674,-1
63,44,0.229826614,1
71,39,0.091862487,1
44,72,0.143165337,1
49,65,0.294542712,1
57,59,0.308740037,1
52,60,-0.124917185,-1
62,48,-0.01656243,-1
42,74,0.313621298,1
48,59,-0.181067723,-1
42,74,-0.02424921,-1
53,57,0.482120269,1
29,49,-0.239869679,-1
38,78,-0.152730186,-1
52,58,-0.135028035,-1
43,73,-0.062578792,-1
41,75,-0.138731395,-1
58,58,0.068812733,1
42,65,0.15592991,1
40,76,-0.033949821,-1
58,58,0.156940731,1
66,50,0.213251324,1
36,80,0.015358996,0
56,60,-0.01210811,0
38,46,0.162924884,1
36,44,0.094114861,1
43,73,0.052806145,1
41,74,-0.014198736,0
41,75,0.193638187,1
38,72,0.23433188,1
62,42,0.133439825,1
68,48,0.168163964,1
40,76,-0.064200983,-1
46,64,-0.065497042,-1
30,86,-0.153859496,-1
57,51,0.084837357,1
55,61,0.064999838,1
43,37,-0.044345159,-1
37,79,0.105646653,1
45,71,0.10473246,1
43,73,0.000814527,0
47,69,-0.006510145,0
42,72,0.09689987,1
41,69,-0.204591084,-1
39,77,0.135477532,1
45,71,0.097001128,1
29,47,0.479640891,1
48,64,0.027270041,0
45,65,0.236909007,1
27,89,-0.142802766,-1
41,75,-0.015849135,-1
35,77,-0.128819728,-1
55,61,-0.18186117,-1
57,59,0.22642504,1
49,67,-0.063833015,-1
53,61,-0.01038183,0
49,67,-0.07116269,-1
40,76,0.038131053,0
48,68,0.076877758,1
66,50,0.094315618,1
38,78,-0.379372798,-1
61,53,0.313343759,1
54,62,0.20827432,1
40,68,0.03806234,0
37,77,0.050002564,1
46,68,0.024732448,0
25,91,-0.155639517,-1
45,71,-0.079014868,-1
66,44,0.279779008,1
28,54,-0.027236749,-1
24,92,0.014714628,0
52,63,0.032723511,0
59,55,0.085139839,1
39,47,-0.000890928,0
57,59,-0.210676328,-1
40,76,-0.121971636,-1
53,62,0.235772151,1
59,57,0.043288616,1
47,66,0.118631946,1
44,72,0.497484002,1
47,65,0.056260887,1
50,58,0.013473056,0
53,63,0.092580637,1
44,68,-0.093457181,-1
32,44,-0.162484424,-1
44,70,-0.308376049,-1
41,41,-0.14757443,-1
61,55,0.081700238,1
76,38,-0.080207973,-1
55,61,-0.087202619,-1
45,33,-0.050367282,-1
60,49,-0.038481231,-1
36,79,-0.04732828,-1
45,71,0.242237435,1
53,57,0.297829885,1
34,48,0.168880513,1
59,52,-0.047241771,-1
46,68,0.138890154,1
51,65,0.019646206,0
65,49,0.187165896,1
32,44,0.067509611,1
30,84,0.220713652,1
39,71,-0.016159188,-1
25,91,-0.111071732,-1
66,50,0.008179329,0
56,60,-0.284087766,-1
54,62,0.007996029,0
50,65,0.215123499,1
52,63,0.162174478,1
67,49,-0.096727007,-1
38,78,-0.016307985,-1
54,62,-0.06700381,-1
51,65,0.082966387,1
29,87,-0.002187362,0
47,66,0.178036954,1
39,77,-0.020666848,-1
31,84,0.23643868,1
62,48,0.079762532,1
42,36,-0.087670962,-1
35,81,0.20364649,1
45,41,-0.043654334,-1
37,79,-0.037136949,-1
52,64,-0.006232496,0
69,47,-0.127018541,-1
59,57,-0.297619275,-1
59,57,0.260674688,1
38,78,-0.066608006,-1
55,61,0.43428561,1
45,71,0.275919819,1
36,77,-0.050581961,-1
60,50,0.316715518,1
63,49,-0.021503854,-1
66,44,0.011391568,0
44,72,0.062241779,1
40,74,-0.125197176,-1
53,61,0.209136704,1
45,71,0.115229431,1
43,73,-0.000390245,0
28,88,0.049372547,1
55,61,0.273429076,1
33,83,-0.067874874,-1
65,51,-0.125740277,-1
53,57,0.083139566,1
45,71,-0.243556881,-1
55,61,0.215802899,1
49,65,-0.077414069,-1
41,75,-0.052603751,-1
25,56,0.176814733,1
44,70,-0.046610533,-1
49,67,0.059002813,1
56,60,-0.055097599,-1
33,83,0.075163477,1
48,68,-0.048814207,-1
41,75,0.030329915,0
32,84,0.185375593,1
53,59,0.065929683,1
69,47,0.097812228,1
68,48,-0.134866758,-1
44,72,0.145629798,1
42,72,0.186069462,1
54,53,-0.078996876,-1
37,75,0.001245258,0
26,56,0.067706649,1
46,68,-0.187347948,-1
54,62,-0.147862584,-1
28,82,0.193036529,1
57,58,0.360349812,1
38,78,0.003886988,0
46,69,-0.040700021,-1
37,79,0.012753184,0
53,63,-0.086605525,-1
46,70,0.096489607,1
37,79,0.044561643,1
38,78,0.156722888,1
43,36,0.040466819,1
40,76,-0.178075428,-1
47,61,0.232887332,1
47,63,0.001523201,0
41,75,-0.167815542,-1
49,66,-0.238738007,-1
43,73,0.108198828,1
51,65,0.080051072,1
43,43,0.216688648,1
53,63,0.318220837,1
41,75,0.245716702,1
41,75,0.013525573,0
66,50,0.024387124,0
44,72,0.238925681,1
62,54,0.05962903,1
47,63,0.277192393,1
41,75,0.186129817,1
56,60,-0.1205035,-1
35,71,0.065189176,1
46,66,-0.061359372,-1
52,62,0.068402344,1
41,75,0.139104244,1
34,78,0.031717001,0
51,65,0.104826625,1
54,62,0.198841068,1
54,62,-0.283050244,-1
44,72,0.062535128,1
42,74,0.009917713,0
72,44,0.107981028,1
43,73,0.248726383,1
54,62,-0.134757943,-1
56,51,-0.144073847,-1
62,54,0.121166028,1
59,53,-0.110572628,-1
32,46,0.246928312,1
43,73,0.139779213,1
64,43,0.143930121,1
32,76,0.311017765,1
58,58,-0.078135965,-1
36,80,0.003854199,0
38,70,0.185300798,1
31,53,-0.13110537,-1
32,82,0.075783309,1
72,42,0.033552663,0
48,66,0.146719464,1
38,78,-0.17550097,-1
54,62,-0.08515975,-1
32,84,0.118083824,1
68,39,0.069582303,1
51,62,0.158299422,1
35,81,0.026727137,0
53,61,0.038082619,0
54,62,0.03076198,0
51,63,-0.0258136,-1
36,80,-0.091464346,-1
39,71,0.071702673,1
47,69,0.266556701,1
68,42,0.110995256,1
54,62,0.166480902,1
58,46,-0.029598629,-1
55,61,-0.010773337,0
59,57,0.053187411,1
43,71,-0.057652679,-1
57,57,0.061582124,1
48,68,-0.017203006,-1
66,41,-0.093946335,-1
31,81,0.181116551,1
41,40,-0.039977034,-1
55,59,0.130350906,1
36,80,0.05386258,1
48,68,-0.140714266,-1
64,50,0.255585126,1
50,66,0.223007907,1
31,85,0.043738912,1
70,46,0.170011201,1
53,63,0.056625569,1
31,49,-0.042532567,-1
56,56,0.230711267,1
64,50,0.080885591,1
46,68,-0.046243246,-1
43,37,-0.016642636,-1
51,65,-0.197883955,-1
58,58,-0.080746507,-1
54,59,0.019197775,0
32,78,-0.19085833,-1
45,67,0.029558452,0
49,65,-0.020935509,-1
67,49,0.173343666,1
35,81,0.024975582,0
55,53,-0.2736058,-1
47,69,0.191886361,1
46,64,0.136445249,1
63,53,0.091736145,1
43,73,0.051548602,1
51,59,0.340976294,1
38,40,0.048990436,1
42,72,0.226639378,1
57,59,0.215813392,1
44,70,0.006989949,0
49,65,-0.172771501,-1
28,86,-0.098224016,-1
78,35,0.361985013,1
48,32,0.094979918,1
44,72,-0.061070277,-1
58,58,0.166477946,1
55,61,0.18900594,1
58,55,-0.014599854,0
51,64,0.055596965,1
51,65,0.236119903,1
47,69,-0.134534258,-1
49,65,0.219659297,1
64,52,-0.00635428,0
70,37,0.079125022,1
48,68,-0.013075065,0
62,54,0.119867201,1
34,82,0.127457103,1
67,43,0.084573958,1
39,69,0.211809895,1
44,69,-0.189575869,-1
51,63,0.085362929,1
41,75,-0.007010032,0
50,64,-0.274881138,-1
42,36,-0.205338025,-1
51,63,0.249956586,1
24,92,0.210255739,1
45,71,-0.201183409,-1
54,62,-0.162186532,-1
49,67,0.07247776,1
51,62,-0.1420402,-1
55,60,-0.045927526,-1
60,56,0.034765631,0
57,53,0.401096182,1
45,71,0.212577691,1
27,89,-0.09960239,-1
52,62,-0.050660956,-1
53,61,0.275091272,1
54,62,0.123016026,1
65,42,0.345260325,1
33,79,-0.136415624,-1
52,58,0.010282231,0
42,74,0.345155931,1
54,60,0.202229414,1
52,64,0.270254709,1
59,51,-0.034150223,-1
31,81,0.087672982,1
40,40,-0.242442463,-1
70,46,0.218563936,1
65,51,-0.105575801,-1
60,56,-0.082269989,-1
56,54,-0.167979512,-1
57,59,-0.30640169,-1
41,75,-0.065213223,-1
60,49,0.095906959,1
37,79,0.056669336,1
53,63,0.127461245,1
65,49,-0.113633313,-1
61,53,-0.021922711,-1
62,48,-0.018171468,-1
57,59,0.002190182,0
40,76,-0.004971904,0
38,78,0.082625479,1
49,67,-0.2711562,-1
43,65,-0.200002307,-1
46,69,0.025124977,0
37,73,0.126231766,1
59,57,-0.075721996,-1
64,52,0.169681971,1
32,84,0.159430799,1
72,42,0.372039284,1
58,53,0.134653648,1
59,57,0.05593861,1
37,79,-0.000671989,0
51,57,0.184960403,1
47,69,0.233992127,1
65,51,-0.10461418,-1
33,43,-0.205461199,-1
31,85,-0.204040928,-1
38,70,0.393485416,1
42,74,-0.123097615,-1
40,75,-0.052436407,-1
49,67,-0.226294852,-1
46,70,0.179357493,1
52,64,0.021203507,0
46,70,0.045132753,1
29,87,0.097520502,1
66,48,-0.166526538,-1
40,76,0.037830347,0
64,52,0.02229283,0
58,58,0.287067823,1
56,54,0.061289,1
50,66,-0.199890896,-1
44,68,-0.078548069,-1
42,74,-0.088579335,-1
50,66,0.173090739,1
36,80,-0.147780068,-1
51,62,0.066139647,1
35,72,0.072276493,1
40,74,0.186530081,1
53,63,-0.067941811,-1
45,71,-0.012048415,0
38,78,0.05249726,1
31,85,-0.055607663,-1
42,74,-0.002219887,0
46,70,0.0029198,0
32,80,-0.209362855,-1
62,54,-0.079113682,-1
71,43,-0.164310101,-1
37,79,-0.323231952,-1
33,83,0.251526499,1
34,44,0.133376318,1
33,77,-0.060640565,-1
44,72,0.06864182,1
49,67,-0.058298719,-1
53,63,-0.100181924,-1
45,71,0.091516408,1
47,69,0.122271639,1
43,70,0.036506311,0
54,62,0.126741825,1
31,85,0.049724747,1
39,77,-0.013657048,0
77,39,-0.056658132,-1
61,55,0.027618414,0
38,70,-0.201758862,-1
46,70,0.143826607,1
47,69,0.141248774,1
53,49,-0.119247738,-1
42,74,-0.172548285,-1
63,53,0.171972004,1
51,63,0.135290517,1
46,64,0.147355552,1
34,42,0.076319749,1
56,60,-0.068056372,-1
58,58,-0.037621619,-1
53,57,-0.103865926,-1
50,66,-0.081831704,-1
41,66,0.005820377,0
49,67,0.236502398,1
51,65,-0.023417178,-1
42,72,0.297339426,1
41,45,0.327935732,1
42,74,0.163412563,1
55,57,0.261863936,1
38,72,0.037142357,0
51,65,-0.251080886,-1
44,72,0.062472275,1
52,64,0.042244482,1
41,75,0.142292637,1
